Date,Country,City,SKU,Product_Name,Product_Category,Promotion,Competitor_Promo,Units_Sold,Price,Revenue,Competitor_Brand,Comp_Price
2025-01-26,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Colgate,5.33
2025-01-26,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,5.26
2025-01-26,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,L'Oreal,6.57
2025-01-26,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Schick,16.82
2025-01-26,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,6,5.0,30.0,Colgate,5.7
2025-01-26,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,4,5.0,20.0,Natracare,4.72
2025-01-26,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,BOGO,,2,6.0,12.0,Herbal Essences,5.47
2025-01-26,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,Clearance,,2,15.0,30.0,BIC,17.5
2025-01-26,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,Seasonal Discount,,4,5.0,20.0,Colgate,5.2
2025-01-26,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Natracare,5.96
2025-01-26,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,L'Oreal,6.36
2025-01-26,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Wilkinson,15.8
2025-01-26,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,Seasonal Discount,,2,5.0,10.0,Colgate,5.43
2025-01-26,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,Seasonal Discount,,3,5.0,15.0,Carefree,4.76
2025-01-26,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,L'Oreal,5.86
2025-01-26,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,17.58
2025-01-26,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Philips,4.82
2025-01-26,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,4.85
2025-01-26,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,Clearance,,9,6.0,54.0,Pantene,6.32
2025-01-26,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Schick,16.39
2025-01-26,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Colgate,4.5
2025-01-26,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,Seasonal Discount,Natracare,3,5.0,15.0,Tampax,5.19
2025-01-26,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,6.12
2025-01-26,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Wilkinson,17.4
2025-01-26,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Colgate,5.76
2025-01-26,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Tampax,5.86
2025-01-27,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,Herbal Essences,6.92
2025-01-27,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Schick,17.04
2025-01-27,Germany,Berlin,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Philips,5.79
2025-01-27,Germany,Berlin,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Tampax,4.76
2025-01-27,Germany,Munich,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,6.01
2025-01-27,Germany,Munich,SKU_2,Gillette Mach3 Razor,Personal Care,Seasonal Discount,,2,15.0,30.0,Wilkinson,16.58
2025-01-27,Germany,Munich,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Philips,5.88
2025-01-27,Germany,Munich,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Tampax,5.5
2025-01-27,Germany,Hamburg,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,Herbal Essences,5.77
2025-01-27,Germany,Hamburg,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Schick,17.75
2025-01-27,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,1,5.0,5.0,Colgate,5.64
2025-01-27,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,BOGO,,2,5.0,10.0,Natracare,5.57
2025-01-27,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,6.77
2025-01-27,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Wilkinson,16.47
2025-01-27,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Philips,4.53
2025-01-27,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,BOGO,,3,5.0,15.0,Natracare,4.88
2025-01-27,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,Bundle Deal,,1,6.0,6.0,L'Oreal,7.12
2025-01-27,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,BIC,14.8
2025-01-27,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Elmex,5.66
2025-01-27,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Tampax,5.14
2025-01-27,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,Seasonal Discount,,1,6.0,6.0,Pantene,7.03
2025-01-27,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,BIC,16.01
2025-01-27,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Colgate,5.45
2025-01-27,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Natracare,4.86
2025-01-27,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,5.5
2025-01-27,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,BIC,16.9
2025-01-27,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Elmex,4.6
2025-01-27,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,BOGO,,2,5.0,10.0,Tampax,5.58
2025-01-27,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,Herbal Essences,6.4
2025-01-27,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,4,15.0,60.0,Wilkinson,17.19
2025-01-27,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Elmex,4.81
2025-01-27,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,4,5.0,20.0,Tampax,5.31
2025-01-27,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,Herbal Essences,6.51
2025-01-27,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,Seasonal Discount,,2,15.0,30.0,Wilkinson,13.83
2025-01-27,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Elmex,5.61
2025-01-27,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,BOGO,,3,5.0,15.0,Natracare,5.08
2025-01-28,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Herbal Essences,5.63
2025-01-28,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,15.24
2025-01-28,Germany,Berlin,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Elmex,4.65
2025-01-28,Germany,Berlin,SKU_4,Always Maxi Pads,Feminine Care,Clearance,,2,5.0,10.0,Tampax,5.83
2025-01-28,Germany,Munich,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,Pantene,6.22
2025-01-28,Germany,Munich,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Wilkinson,14.12
2025-01-28,Germany,Munich,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Philips,4.88
2025-01-28,Germany,Munich,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Natracare,5.59
2025-01-28,Germany,Hamburg,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,L'Oreal,6.81
2025-01-28,Germany,Hamburg,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Wilkinson,13.69
2025-01-28,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Elmex,4.59
2025-01-28,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,Natracare,1,5.0,5.0,Carefree,5.88
2025-01-28,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,5,6.0,30.0,Herbal Essences,6.0
2025-01-28,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,Clearance,,2,15.0,30.0,Schick,14.37
2025-01-28,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,5,5.0,25.0,Colgate,4.68
2025-01-28,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,5.21
2025-01-28,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,BOGO,,4,6.0,24.0,Herbal Essences,6.79
2025-01-28,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Wilkinson,15.85
2025-01-28,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Philips,4.53
2025-01-28,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Tampax,5.23
2025-01-28,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,Pantene,5.96
2025-01-28,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Wilkinson,16.57
2025-01-28,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Elmex,5.29
2025-01-28,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Tampax,5.95
2025-01-28,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,Pantene,2,6.0,12.0,Pantene,6.48
2025-01-28,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,Bundle Deal,,2,15.0,30.0,Wilkinson,16.35
2025-01-28,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Philips,5.28
2025-01-28,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,Seasonal Discount,,2,5.0,10.0,Natracare,4.97
2025-01-28,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,6.54
2025-01-28,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,Schick,4,15.0,60.0,Schick,15.0
2025-01-28,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Philips,5.58
2025-01-28,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Carefree,4.86
2025-01-28,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,L'Oreal,6.06
2025-01-28,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,Seasonal Discount,,2,15.0,30.0,Wilkinson,16.13
2025-01-28,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Elmex,5.44
2025-01-28,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Carefree,5.5
2025-01-29,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,Pantene,6.66
2025-01-29,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Wilkinson,14.93
2025-01-29,Germany,Berlin,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Colgate,5.84
2025-01-29,Germany,Berlin,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Tampax,4.54
2025-01-29,Germany,Munich,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Herbal Essences,5.74
2025-01-29,Germany,Munich,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,BIC,13.82
2025-01-29,Germany,Munich,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Philips,5.51
2025-01-29,Germany,Munich,SKU_4,Always Maxi Pads,Feminine Care,Bundle Deal,Carefree,2,5.0,10.0,Carefree,4.91
2025-01-29,Germany,Hamburg,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,Herbal Essences,5.76
2025-01-29,Germany,Hamburg,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Schick,15.66
2025-01-29,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Elmex,5.43
2025-01-29,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Natracare,5.43
2025-01-29,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,BOGO,,5,6.0,30.0,Pantene,6.4
2025-01-29,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,6,15.0,90.0,Wilkinson,17.96
2025-01-29,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,6,5.0,30.0,Elmex,5.79
2025-01-29,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,6,5.0,30.0,Carefree,4.86
2025-01-29,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,6.77
2025-01-29,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Schick,16.06
2025-01-29,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,Seasonal Discount,,4,5.0,20.0,Colgate,4.61
2025-01-29,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,4.57
2025-01-29,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,6.84
2025-01-29,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,BOGO,BIC,1,15.0,15.0,Wilkinson,15.95
2025-01-29,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Colgate,5.36
2025-01-29,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Carefree,5.0
2025-01-29,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,New Product Launch,,2,6.0,12.0,Pantene,7.07
2025-01-29,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,16.71
2025-01-29,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,Clearance,,4,5.0,20.0,Elmex,5.89
2025-01-29,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Tampax,4.65
2025-01-29,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,L'Oreal,6.45
2025-01-29,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Schick,16.37
2025-01-29,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Elmex,4.69
2025-01-29,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Tampax,5.02
2025-01-29,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,L'Oreal,5.79
2025-01-29,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,Bundle Deal,,4,15.0,60.0,Wilkinson,17.93
2025-01-29,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,BOGO,,2,5.0,10.0,Philips,5.32
2025-01-29,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Natracare,4.97
2025-01-30,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,Pantene,6.6
2025-01-30,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,16.47
2025-01-30,Germany,Berlin,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Philips,5.02
2025-01-30,Germany,Berlin,SKU_4,Always Maxi Pads,Feminine Care,Seasonal Discount,,3,5.0,15.0,Carefree,5.99
2025-01-30,Germany,Munich,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,Herbal Essences,6.86
2025-01-30,Germany,Munich,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Schick,15.3
2025-01-30,Germany,Munich,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Colgate,5.49
2025-01-30,Germany,Munich,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,5.57
2025-01-30,Germany,Hamburg,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,Pantene,1,6.0,6.0,Pantene,5.71
2025-01-30,Germany,Hamburg,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,BIC,17.45
2025-01-30,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,1,5.0,5.0,Colgate,5.74
2025-01-30,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Tampax,5.63
2025-01-30,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,4,6.0,24.0,Pantene,5.8
2025-01-30,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,BOGO,,5,15.0,75.0,Wilkinson,14.11
2025-01-30,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Philips,4.77
2025-01-30,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Carefree,4.64
2025-01-30,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Herbal Essences,7.09
2025-01-30,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Wilkinson,17.33
2025-01-30,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,Seasonal Discount,,5,5.0,25.0,Colgate,4.64
2025-01-30,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,BOGO,Natracare,3,5.0,15.0,Carefree,5.52
2025-01-30,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,Clearance,Pantene,1,6.0,6.0,Herbal Essences,5.84
2025-01-30,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,New Product Launch,,2,15.0,30.0,Wilkinson,13.58
2025-01-30,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,BOGO,,2,5.0,10.0,Philips,4.94
2025-01-30,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Natracare,5.16
2025-01-30,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Herbal Essences,5.44
2025-01-30,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Schick,14.96
2025-01-30,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,Bundle Deal,,4,5.0,20.0,Philips,5.55
2025-01-30,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,4.84
2025-01-30,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Herbal Essences,6.27
2025-01-30,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,Clearance,,2,15.0,30.0,Schick,17.49
2025-01-30,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Colgate,4.54
2025-01-30,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,5.68
2025-01-30,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,BOGO,,2,6.0,12.0,Pantene,6.09
2025-01-30,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,Seasonal Discount,,2,15.0,30.0,Schick,15.94
2025-01-30,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,BOGO,,3,5.0,15.0,Philips,4.85
2025-01-30,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,Seasonal Discount,,2,5.0,10.0,Carefree,5.37
2025-01-31,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,6.72
2025-01-31,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,14.41
2025-01-31,Germany,Berlin,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Elmex,5.01
2025-01-31,Germany,Berlin,SKU_4,Always Maxi Pads,Feminine Care,Seasonal Discount,,4,5.0,20.0,Carefree,5.35
2025-01-31,Germany,Munich,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,Herbal Essences,6.15
2025-01-31,Germany,Munich,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Wilkinson,14.82
2025-01-31,Germany,Munich,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,7,5.0,35.0,Colgate,5.18
2025-01-31,Germany,Munich,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,4,5.0,20.0,Carefree,4.94
2025-01-31,Germany,Hamburg,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,L'Oreal,5.94
2025-01-31,Germany,Hamburg,SKU_2,Gillette Mach3 Razor,Personal Care,BOGO,,3,15.0,45.0,Schick,16.25
2025-01-31,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Philips,5.22
2025-01-31,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Carefree,5.52
2025-01-31,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,L'Oreal,6.91
2025-01-31,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,17.74
2025-01-31,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Colgate,4.73
2025-01-31,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,4,5.0,20.0,Natracare,5.44
2025-01-31,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,Clearance,,3,6.0,18.0,Pantene,6.45
2025-01-31,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,Seasonal Discount,,2,15.0,30.0,BIC,17.4
2025-01-31,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,Seasonal Discount,,1,5.0,5.0,Colgate,5.84
2025-01-31,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Natracare,5.64
2025-01-31,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,Seasonal Discount,Pantene,2,6.0,12.0,Pantene,6.47
2025-01-31,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,BOGO,,1,15.0,15.0,Wilkinson,14.4
2025-01-31,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,Clearance,,4,5.0,20.0,Philips,4.91
2025-01-31,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,Natracare,1,5.0,5.0,Carefree,5.4
2025-01-31,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,5.65
2025-01-31,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Wilkinson,14.33
2025-01-31,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,Clearance,,2,5.0,10.0,Colgate,5.87
2025-01-31,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Carefree,5.93
2025-01-31,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,5.41
2025-01-31,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,17.38
2025-01-31,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,BOGO,,4,5.0,20.0,Colgate,5.91
2025-01-31,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,Clearance,,3,5.0,15.0,Carefree,5.29
2025-01-31,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,Pantene,6.21
2025-01-31,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,BOGO,BIC,1,15.0,15.0,Wilkinson,17.63
2025-01-31,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Colgate,4.51
2025-01-31,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Tampax,5.76
2025-02-01,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,Seasonal Discount,,5,6.0,30.0,Pantene,5.93
2025-02-01,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,BOGO,,3,15.0,45.0,BIC,16.39
